station_european_code	component_code	component_name	component_caption	measurement_unit	measurement_european_group_code	statistics_period	statistics_year	statistics_average_group	statistic_shortname	statistic_name	statistic_value	statistics_percentage_valid	statistics_number_valid	statistics_calculated
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	day	Mean	annual mean	44.947	100.000	366	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	day	P95	95 percentile	79.000	100.000	366	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	day	P98	98 percentile	85.667	100.000	366	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	day	Max	maximum	100.625	100.000	366	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	dymax	P50	50 percentile	57.750	100.000	366	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	dymax	Mean	annual mean	66.074	100.000	366	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	dymax	P95	95 percentile	128.875	100.000	366	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	dymax	P98	98 percentile	147.750	100.000	366	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	dymax	Max	maximum	199.125	100.000	366	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	dymax	Max26	26th highest value	123.875	100.000	366	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	dymax	Days(c > 120)	days with c > 120 ug/m3	27.000	100.000	366	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	4427.000	100.000	366	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	hour	P50	50 percentile	37.000	99.795	8766	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	hour	Mean	annual mean	44.969	99.795	8766	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	hour	P95	95 percentile	102.000	99.795	8766	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	hour	P98	98 percentile	128.000	99.795	8766	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	hour	Max	maximum	254.000	99.795	8766	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1996	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	20901.000	99.547	1099	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	day	P50	50 percentile	45.000	91.781	335	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	day	Mean	annual mean	46.240	91.781	335	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	day	P95	95 percentile	73.208	91.781	335	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	day	P98	98 percentile	80.042	91.781	335	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	day	Max	maximum	91.708	91.781	335	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	dymax	P50	50 percentile	61.125	92.055	336	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	dymax	Mean	annual mean	67.835	92.055	336	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	dymax	P95	95 percentile	119.750	92.055	336	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	dymax	P98	98 percentile	135.500	92.055	336	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	dymax	Max	maximum	193.500	92.055	336	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	dymax	Max26	26th highest value	113.500	92.055	336	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	dymax	Days(c > 120)	days with c > 120 ug/m3	17.000	92.055	336	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	3998.000	92.055	336	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	hour	P50	50 percentile	40.000	92.180	8075	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	hour	Mean	annual mean	46.207	92.180	8075	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	hour	P95	95 percentile	101.000	92.180	8075	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	hour	P98	98 percentile	124.000	92.180	8075	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	hour	Max	maximum	229.000	92.180	8075	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1997	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	16159.000	99.728	1101	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	day	P50	50 percentile	47.458	88.493	323	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	day	Mean	annual mean	50.783	88.493	323	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	day	P95	95 percentile	85.750	88.493	323	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	day	P98	98 percentile	90.625	88.493	323	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	day	Max	maximum	106.958	88.493	323	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	dymax	P50	50 percentile	69.750	88.219	322	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	dymax	Mean	annual mean	75.953	88.219	322	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	dymax	P95	95 percentile	142.625	88.219	322	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	dymax	P98	98 percentile	162.750	88.219	322	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	dymax	Max	maximum	208.375	88.219	322	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	dymax	Max26	26th highest value	131.750	88.219	322	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	dymax	Days(c > 120)	days with c > 120 ug/m3	37.000	88.219	322	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	6357.000	88.219	322	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	hour	P50	50 percentile	40.000	88.847	7783	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	hour	Mean	annual mean	50.841	88.847	7783	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	hour	P95	95 percentile	111.000	88.847	7783	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	hour	P98	98 percentile	142.000	88.847	7783	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	hour	Max	maximum	303.000	88.847	7783	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1998	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	26191.000	89.221	985	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	day	P50	50 percentile	53.708	45.205	165	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	day	Mean	annual mean	55.191	45.205	165	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	day	P95	95 percentile	82.417	45.205	165	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	day	P98	98 percentile	94.958	45.205	165	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	day	Max	maximum	103.583	45.205	165	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	dymax	Mean	annual mean	86.637	45.205	165	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	dymax	P50	50 percentile	89.000	45.205	165	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	dymax	P95	95 percentile	134.125	45.205	165	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	dymax	P98	98 percentile	139.500	45.205	165	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	dymax	Max	maximum	164.875	45.205	165	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	dymax	Max26	26th highest value	113.000	45.205	165	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	dymax	Days(c > 120)	days with c > 120 ug/m3	17.000	45.205	165	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	7781.000	45.205	165	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	hour	P50	50 percentile	49.000	45.171	3957	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	hour	Mean	annual mean	55.004	45.171	3957	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	hour	P95	95 percentile	116.000	45.171	3957	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	hour	P98	98 percentile	132.000	45.171	3957	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	hour	Max	maximum	232.000	45.171	3957	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	1999	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	16600.000	85.779	947	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	day	Mean	annual mean	26.407	70.492	258	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	day	P50	50 percentile	27.125	70.492	258	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	day	P95	95 percentile	40.818	70.492	258	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	day	P98	98 percentile	44.417	70.492	258	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	day	Max	maximum	47.625	70.492	258	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	dymax	P50	50 percentile	40.875	70.219	257	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	dymax	Mean	annual mean	42.652	70.219	257	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	dymax	P95	95 percentile	69.375	70.219	257	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	dymax	P98	98 percentile	78.375	70.219	257	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	dymax	Max	maximum	83.750	70.219	257	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	dymax	Max26	26th highest value	61.375	70.219	257	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	dymax	Days(c > 120)	days with c > 120 ug/m3	0.000	70.219	257	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	132.000	70.219	257	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	hour	P50	50 percentile	22.000	70.230	6169	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	hour	Mean	annual mean	26.394	70.230	6169	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	hour	P95	95 percentile	61.000	70.230	6169	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	hour	P98	98 percentile	72.000	70.230	6169	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	hour	Max	maximum	158.000	70.230	6169	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2000	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	864.000	96.649	1067	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	day	P50	50 percentile	28.125	92.329	337	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	day	Mean	annual mean	33.656	92.329	337	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	day	P95	95 percentile	79.292	92.329	337	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	day	P98	98 percentile	84.458	92.329	337	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	day	Max	maximum	94.417	92.329	337	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	dymax	P50	50 percentile	48.625	91.781	335	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	dymax	Mean	annual mean	58.198	91.781	335	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	dymax	P95	95 percentile	130.125	91.781	335	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	dymax	P98	98 percentile	147.125	91.781	335	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	dymax	Max	maximum	195.625	91.781	335	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	dymax	Max26	26th highest value	118.875	91.781	335	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	dymax	Days(c > 120)	days with c > 120 ug/m3	25.000	91.781	335	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	4206.000	91.781	335	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	hour	P50	50 percentile	22.000	92.500	8103	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	hour	Mean	annual mean	33.672	92.500	8103	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	hour	P95	95 percentile	103.000	92.500	8103	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	hour	P98	98 percentile	125.000	92.500	8103	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	hour	Max	maximum	253.000	92.500	8103	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2001	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	15022.000	76.902	849	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	day	P50	50 percentile	35.958	87.397	319	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	day	Mean	annual mean	39.929	87.397	319	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	day	P95	95 percentile	77.667	87.397	319	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	day	P98	98 percentile	86.333	87.397	319	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	day	Max	maximum	106.250	87.397	319	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	dymax	P50	50 percentile	68.125	86.849	317	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	dymax	Mean	annual mean	70.980	86.849	317	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	dymax	P95	95 percentile	128.500	86.849	317	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	dymax	P98	98 percentile	139.625	86.849	317	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	dymax	Max	maximum	178.000	86.849	317	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	dymax	Max26	26th highest value	121.125	86.849	317	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	dymax	Days(c > 120)	days with c > 120 ug/m3	27.000	86.849	317	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	5292.000	86.849	317	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	hour	P50	50 percentile	32.000	87.877	7698	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	hour	Mean	annual mean	40.079	87.877	7698	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	hour	P95	95 percentile	111.000	87.877	7698	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	hour	P98	98 percentile	129.000	87.877	7698	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	hour	Max	maximum	219.000	87.877	7698	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2002	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	19374.000	91.576	1011	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	day	Mean	annual mean	54.251	45.479	166	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	day	P50	50 percentile	54.958	45.479	166	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	day	P95	95 percentile	80.542	45.479	166	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	day	P98	98 percentile	93.958	45.479	166	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	day	Max	maximum	101.833	45.479	166	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	dymax	P50	50 percentile	85.500	45.479	166	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	dymax	Mean	annual mean	90.184	45.479	166	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	dymax	P95	95 percentile	156.125	45.479	166	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	dymax	P98	98 percentile	164.750	45.479	166	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	dymax	Max	maximum	190.875	45.479	166	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	dymax	Max26	26th highest value	125.000	45.479	166	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	dymax	Days(c > 120)	days with c > 120 ug/m3	33.000	45.479	166	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	9078.000	45.479	166	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	hour	P50	50 percentile	50.000	47.329	4146	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	hour	Mean	annual mean	53.811	47.329	4146	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	hour	P95	95 percentile	126.000	47.329	4146	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	hour	P98	98 percentile	151.000	47.329	4146	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	hour	Max	maximum	245.000	47.329	4146	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2003	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	20252.000	87.681	968	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	day	Mean	annual mean	38.517	68.852	252	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	day	P50	50 percentile	40.583	68.852	252	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	day	P95	95 percentile	65.917	68.852	252	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	day	P98	98 percentile	68.667	68.852	252	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	day	Max	maximum	87.250	68.852	252	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	dymax	Mean	annual mean	66.739	68.579	251	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	dymax	P50	50 percentile	68.750	68.579	251	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	dymax	P95	95 percentile	116.500	68.579	251	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	dymax	P98	98 percentile	125.250	68.579	251	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	dymax	Max	maximum	137.875	68.579	251	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	dymax	Max26	26th highest value	108.000	68.579	251	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	dymax	Days(c > 120)	days with c > 120 ug/m3	9.000	68.579	251	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	4478.000	68.579	251	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	hour	P50	50 percentile	32.000	69.410	6097	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	hour	Mean	annual mean	38.655	69.410	6097	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	hour	P95	95 percentile	103.000	69.410	6097	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	hour	P98	98 percentile	120.000	69.410	6097	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	hour	Max	maximum	169.000	69.410	6097	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2004	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	8795.000	83.333	920	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	day	P50	50 percentile	32.792	90.411	330	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	day	Mean	annual mean	33.823	90.411	330	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	day	P95	95 percentile	66.875	90.411	330	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	day	P98	98 percentile	72.750	90.411	330	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	day	Max	maximum	83.708	90.411	330	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	dymax	P50	50 percentile	53.875	90.137	329	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	dymax	Mean	annual mean	56.528	90.137	329	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	dymax	P95	95 percentile	106.375	90.137	329	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	dymax	P98	98 percentile	113.000	90.137	329	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	dymax	Max	maximum	149.625	90.137	329	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	dymax	Max26	26th highest value	101.375	90.137	329	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	dymax	Days(c > 120)	days with c > 120 ug/m3	4.000	90.137	329	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	2457.000	90.137	329	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	hour	P50	50 percentile	27.000	90.537	7931	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	hour	Mean	annual mean	33.846	90.537	7931	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	hour	P95	95 percentile	92.000	90.537	7931	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	hour	P98	98 percentile	108.000	90.537	7931	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	hour	Max	maximum	199.000	90.537	7931	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2005	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	8734.000	66.214	731	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	day	P50	50 percentile	27.955	90.685	331	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	day	Mean	annual mean	31.197	90.685	331	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	day	P95	95 percentile	61.208	90.685	331	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	day	P98	98 percentile	66.458	90.685	331	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	day	Max	maximum	92.250	90.685	331	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	dymax	P50	50 percentile	47.375	90.959	332	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	dymax	Mean	annual mean	51.521	90.959	332	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	dymax	P95	95 percentile	102.875	90.959	332	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	dymax	P98	98 percentile	114.875	90.959	332	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	dymax	Max	maximum	147.375	90.959	332	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	dymax	Max26	26th highest value	100.625	90.959	332	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	dymax	Days(c > 120)	days with c > 120 ug/m3	5.000	90.959	332	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	1996.000	90.959	332	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	hour	P50	50 percentile	26.000	92.215	8078	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	hour	Mean	annual mean	31.503	92.215	8078	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	hour	P95	95 percentile	86.000	92.215	8078	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	hour	P98	98 percentile	104.000	92.215	8078	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	hour	Max	maximum	161.000	92.215	8078	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2006	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	9085.000	82.156	907	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2007	day	P50	50 percentile	26.708	79.726	291	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2007	day	Mean	annual mean	27.489	79.726	291	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2007	day	P95	95 percentile	50.667	79.726	291	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2007	day	P98	98 percentile	53.042	79.726	291	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2007	day	Max	maximum	62.417	79.726	291	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2007	dymax	P50	50 percentile	44.000	80.000	292	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2007	dymax	Mean	annual mean	47.125	80.000	292	Y
GR0002A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2007	dymax	P95	95 percentile	91.000	80.000	292	Y
